codigo_cliente,rango_morosidad,monto_credito,monto_por_vencer,monto_vencido,intereses,producto_host,dias_mora,gestor,recibe_sueldo_fijo,provincia_cliente,region,sector_general
DNI-6632391,16 - 30 DIAS,4840.0,3126.8,0.0,63.02,PRECISO,24,DIGITAL,NO,MANABI,COSTA,EDUCACIÓN Y SALUD
DNI-6046467,6 - 15 DIAS,7342.0,0.0,145.52,141.75,PRECISO,12,DIGITAL,SÍ,MANABI,COSTA,INDUSTRIA
DNI-3759714,6 - 15 DIAS,2847.0,2214.24,0.0,24.87,PRECISO,14,RED COMERCIAL,SÍ,PICHINCHA,SIERRA,COMERCIO
DNI-9505296,6 - 15 DIAS,6000.0,0.0,108.67,117.93,PRECISO,13,DIGITAL,SÍ,MANABI,COSTA,SERVICIOS
DNI-2845699,6 - 15 DIAS,3301.0,1039.48,0.0,23.78,PRECISO,14,DIGITAL,NO,GUAYAS,COSTA,SERVICIOS
DNI-4430601,16 - 30 DIAS,9495.0,5140.08,0.0,129.3,PRECISO,24,DIGITAL,NO,PICHINCHA,SIERRA,CONSTRUCCIÓN
DNI-7497829,6 - 15 DIAS,4297.0,0.0,104.52,44.53,PRECISO,15,RED COMERCIAL,SÍ,MANABI,COSTA,AGROPECUARIO
DNI-2762173,16 - 30 DIAS,3023.0,0.0,40.69,80.67,PRECISO,25,DIGITAL,NO,PICHINCHA,SIERRA,INDUSTRIA / MANUFACTURA
DNI-2843402,6 - 15 DIAS,2986.0,2716.71,0.0,70.46,PRECISO,11,DIGITAL,SÍ,MANABI,COSTA,SECTOR PÚBLICO
DNI-2299970,31 - 60 DIAS,8000.0,2140.13,0.0,31.53,PRECISO,42,DIGITAL,NO,GUAYAS,COSTA,SERVICIOS
DNI-7425978,16 - 30 DIAS,25000.0,0.0,372.57,798.23,PRECISO,17,DIGITAL,NO,SANTO DOMINGO DE LOS TSACHILAS,COSTA,COMERCIO
DNI-4903458,16 - 30 DIAS,10000.0,6981.14,0.0,167.48,PRECISO,23,DIGITAL,SÍ,PICHINCHA,SIERRA,SERVICIOS
DNI-7844884,6 - 15 DIAS,8393.0,0.0,114.01,175.95,PRECISO,14,DIGITAL,NO,MANABI,COSTA,SIN ACTIVIDAD ECONÓMICA
DNI-3984205,16 - 30 DIAS,5764.0,0.0,100.6,123.68,PRECISO,19,DIGITAL,SÍ,GUAYAS,COSTA,INDUSTRIA
DNI-3393048,31 - 60 DIAS,6876.0,0.0,87.2,181.2,PRECISO,34,DIGITAL,SÍ,MANABI,COSTA,EDUCACIÓN Y SALUD
DNI-3988359,31 - 60 DIAS,17600.0,0.0,235.49,499.26,PRECISO,45,DIGITAL,SÍ,MANABI,COSTA,EDUCACIÓN Y SALUD
DNI-1041364,6 - 15 DIAS,10000.0,8588.61,0.0,296.85,PRECISO,15,DIGITAL,NO,MANABI,COSTA,SERVICIOS
DNI-6748140,16 - 30 DIAS,6283.0,4759.74,0.0,115.53,PRECISO,25,RED COMERCIAL,SÍ,SANTO DOMINGO DE LOS TSACHILAS,COSTA,EDUCACIÓN Y SALUD
DNI-9079161,31 - 60 DIAS,8856.0,0.0,130.36,140.31,PRECISO,50,RED COMERCIAL,SÍ,MANABI,COSTA,TRANSPORTE Y LOGÍSTICA
DNI-2256548,31 - 60 DIAS,9461.0,6751.37,0.0,159.62,PRECISO,31,DIGITAL,SÍ,PICHINCHA,SIERRA,SECTOR PÚBLICO
DNI-4642366,6 - 15 DIAS,16698.0,0.0,277.27,320.48,PRECISO,11,DIGITAL,NO,SANTO DOMINGO DE LOS TSACHILAS,COSTA,SIN ACTIVIDAD ECONÓMICA
DNI-277805,16 - 30 DIAS,5408.0,4245.52,0.0,102.18,PRECISO,20,DIGITAL,SÍ,IMBABURA,SIERRA,SIN ACTIVIDAD ECONÓMICA
DNI-8263192,6 - 15 DIAS,44000.0,36762.04,0.0,733.22,PRODUCTIVO,14,DIGITAL,NO,SUCUMBIOS,AMAZONIA,COMERCIO
DNI-7843923,6 - 15 DIAS,4500.0,0.0,77.57,101.16,PRECISO,12,DIGITAL,NO,PICHINCHA,SIERRA,SERVICIOS
DNI-611364,6 - 15 DIAS,19188.0,7485.66,0.0,173.7,PRECISO,12,DIGITAL,SÍ,PICHINCHA,SIERRA,SERVICIOS
DNI-3721447,31 - 60 DIAS,20000.0,0.0,455.24,522.45,PRECISO,48,DIGITAL,NO,PICHINCHA,SIERRA,COMERCIO
DNI-7753860,6 - 15 DIAS,9412.0,0.0,123.61,100.48,PRECISO,13,DIGITAL,SÍ,PICHINCHA,SIERRA,AGROPECUARIO
DNI-1054664,16 - 30 DIAS,27675.0,19372.05,0.0,355.28,PRECISO,22,DIGITAL,SÍ,SANTO DOMINGO DE LOS TSACHILAS,COSTA,INDUSTRIA / MANUFACTURA
DNI-341913,31 - 60 DIAS,6000.0,0.0,117.13,82.39,PRECISO,55,DIGITAL,SÍ,PICHINCHA,SIERRA,COMERCIO
DNI-8668429,16 - 30 DIAS,10701.0,8682.22,0.0,220.39,PRECISO,25,RED COMERCIAL,SÍ,PICHINCHA,SIERRA,SERVICIOS
DNI-4935562,16 - 30 DIAS,6180.0,0.0,92.1,171.27,PRECISO,20,DIGITAL,NO,PICHINCHA,SIERRA,INDUSTRIA
DNI-6856479,6 - 15 DIAS,9066.0,7355.55,0.0,197.94,PRECISO,12,RED COMERCIAL,NO,PICHINCHA,SIERRA,SERVICIOS
DNI-1550032,6 - 15 DIAS,3432.0,0.0,63.1,71.94,PRECISO,11,RED COMERCIAL,NO,PICHINCHA,SIERRA,EDUCACIÓN Y SALUD
DNI-2079404,16 - 30 DIAS,15868.0,0.0,267.77,245.47,PRECISO,20,DIGITAL,SÍ,PICHINCHA,SIERRA,SIN ACTIVIDAD ECONÓMICA
DNI-7901485,16 - 30 DIAS,3818.0,2392.15,0.0,64.54,PRECISO,29,DIGITAL,SÍ,PICHINCHA,SIERRA,SIN ACTIVIDAD ECONÓMICA
DNI-614665,16 - 30 DIAS,25591.96,0.0,240.79,698.14,AUTOS,16,DIGITAL,SÍ,PICHINCHA,SIERRA,COMERCIO
DNI-397645,31 - 60 DIAS,25000.0,7896.55,0.0,138.21,PRODUCTO MUJER,55,DIGITAL,NO,PICHINCHA,SIERRA,AGROPECUARIO
DNI-4523496,16 - 30 DIAS,4928.0,4316.16,0.0,112.98,PRECISO,20,DIGITAL,SÍ,SANTO DOMINGO DE LOS TSACHILAS,COSTA,AGROPECUARIO
DNI-1967508,16 - 30 DIAS,4849.0,4126.38,0.0,101.54,PRECISO,19,DIGITAL,NO,PICHINCHA,SIERRA,SIN ACTIVIDAD ECONÓMICA
DNI-8055226,6 - 15 DIAS,3507.0,0.0,85.8,30.76,PRECISO,12,DIGITAL,NO,PICHINCHA,SIERRA,AGROPECUARIO
DNI-7454917,16 - 30 DIAS,3534.0,0.0,69.67,67.09,PRECISO,17,DIGITAL,SÍ,PICHINCHA,SIERRA,AGROPECUARIO
DNI-8950103,6 - 15 DIAS,10980.0,0.0,171.59,200.0,PRECISO,14,DIGITAL,SÍ,PICHINCHA,SIERRA,SERVICIOS
DNI-8048768,16 - 30 DIAS,7891.0,0.0,86.9,95.45,PRECISO,20,DIGITAL,NO,IMBABURA,SIERRA,SERVICIOS
DNI-9852073,6 - 15 DIAS,10000.0,0.0,188.2,216.66,PRECISO,10,DIGITAL,SÍ,TUNGURAHUA,SIERRA,EDUCACIÓN Y SALUD
DNI-6704188,31 - 60 DIAS,3913.0,2678.43,0.0,64.16,PRECISO,52,DIGITAL,NO,PICHINCHA,SIERRA,INDUSTRIA
DNI-6618957,6 - 15 DIAS,5890.0,2297.7,0.0,52.71,PRECISO,11,DIGITAL,SÍ,PICHINCHA,SIERRA,SERVICIOS
DNI-472048,16 - 30 DIAS,9100.0,0.0,181.98,218.51,PRECISO,24,DIGITAL,SÍ,PICHINCHA,SIERRA,SERVICIOS
DNI-6643744,6 - 15 DIAS,5600.0,0.0,77.66,170.94,PRECISO,12,DIGITAL,NO,PICHINCHA,SIERRA,INDUSTRIA / MANUFACTURA
DNI-4494760,31 - 60 DIAS,15000.0,0.0,61.68,173.99,PRECISO,55,DIGITAL,NO,PICHINCHA,SIERRA,SIN ACTIVIDAD ECONÓMICA
DNI-4141724,6 - 15 DIAS,64000.0,0.0,228.43,284.59,PRODUCTIVO,12,DIGITAL,SÍ,PICHINCHA,SIERRA,COMERCIO
DNI-4031490,31 - 60 DIAS,40000.0,18604.32,0.0,315.0,PRODUCTIVO,37,DIGITAL,NO,PICHINCHA,SIERRA,COMERCIO
DNI-6203468,6 - 15 DIAS,3000.0,0.0,62.4,34.14,PRECISO,12,DIGITAL,NO,TUNGURAHUA,SIERRA,COMERCIO
DNI-9112216,31 - 60 DIAS,8585.0,7305.7,0.0,170.47,PRECISO,35,RED COMERCIAL,NO,TUNGURAHUA,SIERRA,SECTOR PÚBLICO
DNI-5658858,16 - 30 DIAS,9622.0,0.0,77.37,98.4,PRECISO,25,DIGITAL,SÍ,TUNGURAHUA,SIERRA,SERVICIOS
DNI-370034,16 - 30 DIAS,5646.0,5183.56,0.0,67.84,PRECISO,19,DIGITAL,SÍ,TUNGURAHUA,SIERRA,EDUCACIÓN Y SALUD
DNI-4880627,6 - 15 DIAS,5000.0,3716.74,0.0,86.83,PRECISO,13,DIGITAL,SÍ,TUNGURAHUA,SIERRA,SERVICIOS
DNI-9899986,16 - 30 DIAS,21991.0,0.0,300.47,518.97,PRECISO,17,DIGITAL,NO,TUNGURAHUA,SIERRA,COMERCIO
DNI-5573205,16 - 30 DIAS,7993.0,0.0,163.22,145.13,PRECISO,20,DIGITAL,SÍ,PICHINCHA,SIERRA,SIN ACTIVIDAD ECONÓMICA
DNI-7896329,6 - 15 DIAS,7712.0,0.0,45.27,91.3,PRECISO,12,DIGITAL,SÍ,GUAYAS,COSTA,EDUCACIÓN Y SALUD
DNI-8680177,6 - 15 DIAS,2779.0,1849.73,0.0,44.29,PRECISO,12,RED COMERCIAL,NO,GUAYAS,COSTA,EDUCACIÓN Y SALUD
DNI-7785808,31 - 60 DIAS,20000.0,0.0,190.72,221.1,PRECISO,42,DIGITAL,NO,GUAYAS,COSTA,SIN ACTIVIDAD ECONÓMICA
DNI-1842415,31 - 60 DIAS,14650.0,8417.73,0.0,183.87,PRECISO,33,RED COMERCIAL,NO,GUAYAS,COSTA,SERVICIOS
DNI-9257712,31 - 60 DIAS,5391.0,0.0,99.18,113.42,PRECISO,32,DIGITAL,NO,GUAYAS,COSTA,INDUSTRIA / MANUFACTURA
DNI-5013680,31 - 60 DIAS,4853.0,0.0,77.3,84.12,PRECISO,52,DIGITAL,NO,GUAYAS,COSTA,SERVICIOS
DNI-2549021,31 - 60 DIAS,33213.0,0.0,479.29,644.87,PRECISO,60,DIGITAL,NO,PICHINCHA,SIERRA,TRANSPORTE Y LOGÍSTICA
DNI-8130355,16 - 30 DIAS,8067.0,0.0,154.8,158.25,PRECISO,17,DIGITAL,SÍ,GUAYAS,COSTA,COMERCIO
DNI-8600911,31 - 60 DIAS,1785.0,0.0,31.83,44.24,PRECISO,33,DIGITAL,NO,MANABI,COSTA,CONSTRUCCIÓN
DNI-1523692,6 - 15 DIAS,17897.0,0.0,209.74,470.5,PRECISO,10,DIGITAL,NO,MANABI,COSTA,SECTOR PÚBLICO
DNI-35596,16 - 30 DIAS,7421.0,0.0,81.98,253.01,PRECISO,29,DIGITAL,NO,PICHINCHA,SIERRA,EDUCACIÓN Y SALUD
DNI-6955300,6 - 15 DIAS,9611.0,6209.22,0.0,147.64,PRECISO,10,DIGITAL,NO,MANABI,COSTA,COMERCIO
DNI-1064750,6 - 15 DIAS,15405.0,0.0,310.36,270.36,PRECISO,15,DIGITAL,SÍ,MANABI,COSTA,INDUSTRIA
DNI-1348888,6 - 15 DIAS,1886.0,1431.22,0.0,33.92,PRECISO,14,DIGITAL,SÍ,MANABI,COSTA,TRANSPORTE Y LOGÍSTICA
DNI-120850,16 - 30 DIAS,10619.0,9801.02,0.0,249.41,PRECISO,24,DIGITAL,NO,MANABI,COSTA,TRANSPORTE Y LOGÍSTICA
DNI-8176216,31 - 60 DIAS,5326.0,3728.75,0.0,97.55,PRECISO,39,DIGITAL,SÍ,PICHINCHA,SIERRA,SERVICIOS
DNI-6326907,16 - 30 DIAS,7435.0,5121.12,0.0,64.09,PRECISO,26,DIGITAL,NO,SANTO DOMINGO DE LOS TSACHILAS,COSTA,SIN ACTIVIDAD ECONÓMICA
DNI-9186867,6 - 15 DIAS,12061.0,0.0,163.75,140.02,PRECISO,14,RED COMERCIAL,NO,MANABI,COSTA,COMERCIO
DNI-9386719,16 - 30 DIAS,6000.0,3506.24,0.0,86.66,PRECISO,26,DIGITAL,SÍ,MANABI,COSTA,SECTOR PÚBLICO
DNI-6763853,16 - 30 DIAS,5805.0,0.0,84.99,112.91,PRECISO,23,DIGITAL,SÍ,MANABI,COSTA,SERVICIOS
DNI-755770,31 - 60 DIAS,13983.0,0.0,253.24,418.13,PRECISO,53,DIGITAL,NO,MANABI,COSTA,SERVICIOS
DNI-8652272,6 - 15 DIAS,5168.0,5003.97,0.0,121.14,PRECISO,12,DIGITAL,NO,GUAYAS,COSTA,CONSTRUCCIÓN
DNI-9977452,31 - 60 DIAS,7012.0,3213.74,0.0,73.45,PRECISO,56,DIGITAL,SÍ,MANABI,COSTA,COMERCIO
DNI-5550014,6 - 15 DIAS,4375.0,0.0,30.55,84.64,PRECISO,14,RED COMERCIAL,SÍ,SANTO DOMINGO DE LOS TSACHILAS,COSTA,SERVICIOS
DNI-548385,16 - 30 DIAS,1303.0,1057.14,0.0,23.34,PRECISO,26,DIGITAL,SÍ,GUAYAS,COSTA,SIN ACTIVIDAD ECONÓMICA
DNI-7563467,6 - 15 DIAS,4571.0,0.0,67.34,90.06,PRECISO,12,DIGITAL,NO,GUAYAS,COSTA,INDUSTRIA / MANUFACTURA
DNI-9512138,16 - 30 DIAS,3465.0,0.0,50.9,111.23,PRECISO,25,DIGITAL,SÍ,LOS RIOS,COSTA,COMERCIO
DNI-1435714,16 - 30 DIAS,4804.0,0.0,11.09,60.68,PRECISO,25,DIGITAL,SÍ,ESMERALDAS,COSTA,EDUCACIÓN Y SALUD
DNI-2431735,6 - 15 DIAS,19100.0,0.0,272.68,455.97,PRECISO,13,DIGITAL,NO,ESMERALDAS,COSTA,SECTOR PÚBLICO
DNI-182343,16 - 30 DIAS,8117.0,0.0,130.93,123.69,PRECISO,22,DIGITAL,NO,ORELLANA,AMAZONIA,MINERÍA Y EXTRACCIÓN
DNI-6055696,16 - 30 DIAS,10000.0,0.0,170.8,159.42,PRECISO,21,DIGITAL,SÍ,ESMERALDAS,COSTA,COMERCIO
DNI-7412110,16 - 30 DIAS,3158.0,2084.27,0.0,25.57,PRECISO,20,DIGITAL,SÍ,ESMERALDAS,COSTA,SERVICIOS
DNI-3808378,6 - 15 DIAS,6042.0,0.0,112.55,124.37,PRECISO,10,DIGITAL,SÍ,ESMERALDAS,COSTA,EDUCACIÓN Y SALUD
DNI-9114435,16 - 30 DIAS,4449.0,2676.19,0.0,36.95,PRECISO,17,RED COMERCIAL,NO,ESMERALDAS,COSTA,SERVICIOS
DNI-6682454,16 - 30 DIAS,8786.0,0.0,106.48,293.41,PRECISO,22,DIGITAL,SÍ,PICHINCHA,SIERRA,SIN ACTIVIDAD ECONÓMICA
DNI-2022905,16 - 30 DIAS,1400.0,1277.54,0.0,33.8,PRECISO,25,DIGITAL,NO,PICHINCHA,SIERRA,SIN ACTIVIDAD ECONÓMICA
DNI-1167405,6 - 15 DIAS,5000.0,1963.68,0.0,44.15,PRECISO,14,DIGITAL,NO,TUNGURAHUA,SIERRA,SERVICIOS
DNI-2545911,6 - 15 DIAS,1500.0,0.0,14.0,44.64,AUTOS,15,DIGITAL,SÍ,IMBABURA,SIERRA,TRANSPORTE Y LOGÍSTICA
DNI-3283333,16 - 30 DIAS,2485.0,1079.82,0.0,12.23,PRECISO,20,RED COMERCIAL,SÍ,ESMERALDAS,COSTA,SIN ACTIVIDAD ECONÓMICA
DNI-7388471,6 - 15 DIAS,13000.0,0.0,157.54,298.47,PRECISO,12,RED COMERCIAL,SÍ,ESMERALDAS,COSTA,SIN ACTIVIDAD ECONÓMICA
DNI-5521872,16 - 30 DIAS,1235.0,0.0,20.77,38.13,PRECISO,19,DIGITAL,NO,ESMERALDAS,COSTA,SIN ACTIVIDAD ECONÓMICA
DNI-955368,16 - 30 DIAS,6100.0,0.0,50.46,56.76,PRECISO,20,DIGITAL,NO,PICHINCHA,SIERRA,SERVICIOS
DNI-6239083,16 - 30 DIAS,10988.0,0.0,117.37,162.53,PRECISO,20,DIGITAL,SÍ,ESMERALDAS,COSTA,INDUSTRIA
DNI-6279848,16 - 30 DIAS,7913.0,0.0,111.97,159.17,PRECISO,18,DIGITAL,SÍ,ESMERALDAS,COSTA,EDUCACIÓN Y SALUD
DNI-7581224,6 - 15 DIAS,2000.0,1172.19,0.0,30.37,PRECISO,15,DIGITAL,NO,ESMERALDAS,COSTA,SIN ACTIVIDAD ECONÓMICA
DNI-5574742,16 - 30 DIAS,6000.0,0.0,74.93,184.81,PRECISO,23,DIGITAL,SÍ,GUAYAS,COSTA,EDUCACIÓN Y SALUD
DNI-7315041,16 - 30 DIAS,2200.0,0.0,53.78,38.94,PRECISO,18,DIGITAL,SÍ,GUAYAS,COSTA,AGROPECUARIO
DNI-332651,6 - 15 DIAS,5251.0,0.0,33.51,108.06,PRECISO,10,DIGITAL,SÍ,GUAYAS,COSTA,SERVICIOS
DNI-3694962,16 - 30 DIAS,9605.0,7958.26,0.0,184.08,PRECISO,20,DIGITAL,NO,GUAYAS,COSTA,SERVICIOS
DNI-2955457,16 - 30 DIAS,2000.0,1321.42,0.0,33.15,PRECISO,27,DIGITAL,SÍ,SANTA ELENA,COSTA,SERVICIOS
DNI-269489,31 - 60 DIAS,3500.0,3065.47,0.0,70.8,PRECISO,54,RED COMERCIAL,SÍ,CARCHI,SIERRA,SIN ACTIVIDAD ECONÓMICA
DNI-9622238,16 - 30 DIAS,4575.0,0.0,71.49,46.22,PRECISO,24,DIGITAL,NO,PICHINCHA,SIERRA,TRANSPORTE Y LOGÍSTICA
DNI-8956881,6 - 15 DIAS,25579.0,0.0,334.0,708.57,PRECISO,15,DIGITAL,SÍ,CARCHI,SIERRA,TRANSPORTE Y LOGÍSTICA
DNI-8224867,16 - 30 DIAS,5329.0,0.0,48.28,68.1,PRECISO,30,RED COMERCIAL,NO,CARCHI,SIERRA,COMERCIO
DNI-7519504,16 - 30 DIAS,4700.0,0.0,31.25,45.61,PRECISO,18,DIGITAL,NO,PICHINCHA,SIERRA,SIN ACTIVIDAD ECONÓMICA
DNI-2897860,31 - 60 DIAS,6562.0,0.0,87.01,167.88,PRECISO,39,DIGITAL,NO,CARCHI,SIERRA,INDUSTRIA / MANUFACTURA
DNI-7477816,16 - 30 DIAS,3300.0,0.0,56.33,78.87,PRECISO,29,DIGITAL,SÍ,PICHINCHA,SIERRA,COMERCIO
DNI-6339332,31 - 60 DIAS,16937.0,0.0,199.15,438.83,PRECISO,60,DIGITAL,SÍ,CARCHI,SIERRA,AGROPECUARIO
DNI-58017,6 - 15 DIAS,5939.0,4305.29,0.0,51.03,PRECISO,14,DIGITAL,SÍ,PICHINCHA,SIERRA,EDUCACIÓN Y SALUD
DNI-4418693,16 - 30 DIAS,12609.0,7134.79,0.0,177.76,PRECISO,25,DIGITAL,SÍ,PICHINCHA,SIERRA,COMERCIO
DNI-2918872,31 - 60 DIAS,2000.0,0.0,37.9,50.94,PRECISO,56,DIGITAL,SÍ,ESMERALDAS,COSTA,SECTOR FINANCIERO
DNI-7943354,16 - 30 DIAS,11335.01,0.0,16.9,109.86,AUTOS,22,DIGITAL,NO,COTOPAXI,SIERRA,SECTOR PÚBLICO
DNI-2965946,16 - 30 DIAS,17637.0,4265.08,0.0,102.85,PRECISO,27,DIGITAL,NO,LOS RIOS,COSTA,SERVICIOS
DNI-2907855,31 - 60 DIAS,6285.0,5017.27,0.0,127.08,PRECISO,38,DIGITAL,NO,PICHINCHA,SIERRA,COMERCIO
DNI-6684334,16 - 30 DIAS,28703.0,20521.13,0.0,474.13,PRECISO,20,DIGITAL,NO,PICHINCHA,SIERRA,SECTOR PÚBLICO
DNI-7420483,16 - 30 DIAS,13004.0,0.0,150.58,269.12,PRECISO,19,DIGITAL,NO,LOS RIOS,COSTA,INDUSTRIA
DNI-2446118,16 - 30 DIAS,9167.0,0.0,144.53,77.08,PRECISO,27,DIGITAL,NO,COTOPAXI,SIERRA,COMERCIO
DNI-7137429,16 - 30 DIAS,9616.0,0.0,205.05,178.21,PRECISO,28,DIGITAL,NO,COTOPAXI,SIERRA,SERVICIOS
DNI-1252488,31 - 60 DIAS,7103.0,0.0,144.12,116.92,PRECISO,47,DIGITAL,SÍ,IMBABURA,SIERRA,COMERCIO
DNI-2209209,16 - 30 DIAS,26128.34,25484.33,0.0,562.29,AUTOS,20,RED COMERCIAL,NO,LOJA,SIERRA,SERVICIOS
DNI-2696172,31 - 60 DIAS,2763.0,1733.76,0.0,41.41,PRECISO,49,DIGITAL,SÍ,LOJA,SIERRA,SECTOR PÚBLICO
DNI-7452545,16 - 30 DIAS,8190.0,5463.81,0.0,132.24,PRECISO,28,RED COMERCIAL,NO,SUCUMBIOS,AMAZONIA,SECTOR PÚBLICO
DNI-4205867,6 - 15 DIAS,13124.0,0.0,118.98,235.39,PRECISO,12,DIGITAL,SÍ,PICHINCHA,SIERRA,INDUSTRIA
DNI-2305138,16 - 30 DIAS,9372.0,5303.29,0.0,138.78,PRECISO,25,RED COMERCIAL,NO,LOJA,SIERRA,SECTOR PÚBLICO
DNI-6499975,6 - 15 DIAS,1500.0,1272.16,0.0,31.31,PRECISO,12,DIGITAL,SÍ,EL ORO,COSTA,MINERÍA Y EXTRACCIÓN
DNI-327991,6 - 15 DIAS,15314.0,0.0,235.19,420.41,PRECISO,11,DIGITAL,NO,SANTO DOMINGO DE LOS TSACHILAS,COSTA,AGROPECUARIO
DNI-9066806,6 - 15 DIAS,2300.0,2199.06,0.0,51.93,PRECISO,14,DIGITAL,NO,EL ORO,COSTA,SIN ACTIVIDAD ECONÓMICA
DNI-9857773,31 - 60 DIAS,8550.0,0.0,152.51,210.95,PRECISO,33,DIGITAL,NO,ZAMORA CHINCHIPE,AMAZONIA,SIN ACTIVIDAD ECONÓMICA
DNI-7959401,31 - 60 DIAS,4650.0,0.0,55.51,166.83,PRECISO,35,DIGITAL,SÍ,ZAMORA CHINCHIPE,AMAZONIA,SIN ACTIVIDAD ECONÓMICA
DNI-2763090,31 - 60 DIAS,7000.0,0.0,60.8,76.37,PRECISO,39,RED COMERCIAL,NO,LOJA,SIERRA,SIN ACTIVIDAD ECONÓMICA
DNI-6309389,6 - 15 DIAS,1407.0,1212.02,0.0,29.12,PRECISO,10,DIGITAL,NO,LOJA,SIERRA,SIN ACTIVIDAD ECONÓMICA
DNI-3779771,31 - 60 DIAS,3022.0,0.0,21.64,87.08,PRECISO,43,DIGITAL,SÍ,LOS RIOS,COSTA,SIN ACTIVIDAD ECONÓMICA
DNI-3248353,6 - 15 DIAS,14260.0,0.0,90.09,511.7,PRECISO,11,RED COMERCIAL,NO,PICHINCHA,SIERRA,SERVICIOS
DNI-5446150,31 - 60 DIAS,4153.0,0.0,67.84,117.55,PRECISO,34,DIGITAL,SÍ,GUAYAS,COSTA,SERVICIOS
DNI-2414470,6 - 15 DIAS,2666.0,1537.8,0.0,41.8,PRECISO,14,RED COMERCIAL,NO,GUAYAS,COSTA,AGROPECUARIO
DNI-7856260,16 - 30 DIAS,9159.0,3195.63,0.0,74.77,PRECISO,28,DIGITAL,SÍ,BOLIVAR,SIERRA,CONSTRUCCIÓN
DNI-4128862,16 - 30 DIAS,4571.0,0.0,54.58,131.73,PRECISO,22,RED COMERCIAL,NO,LOS RIOS,COSTA,SERVICIOS
DNI-473293,6 - 15 DIAS,4216.0,0.0,45.95,165.51,PRECISO,15,DIGITAL,NO,LOS RIOS,COSTA,SERVICIOS
DNI-7014547,31 - 60 DIAS,10000.0,4873.47,0.0,64.11,PRECISO,42,DIGITAL,SÍ,CAÑAR,SIERRA,AGROPECUARIO
DNI-3339000,31 - 60 DIAS,3913.0,0.0,72.56,101.62,PRECISO,60,DIGITAL,SÍ,LOS RIOS,COSTA,AGROPECUARIO
DNI-8137693,16 - 30 DIAS,3000.0,0.0,66.7,91.57,PRECISO,25,RED COMERCIAL,SÍ,LOS RIOS,COSTA,SERVICIOS
DNI-6649332,16 - 30 DIAS,7100.0,5760.47,0.0,143.6,PRECISO,19,DIGITAL,SÍ,LOS RIOS,COSTA,AGROPECUARIO
DNI-9983352,31 - 60 DIAS,4117.0,3936.32,0.0,103.36,PRECISO,44,DIGITAL,NO,GUAYAS,COSTA,SIN ACTIVIDAD ECONÓMICA
DNI-2447374,16 - 30 DIAS,1613.0,0.0,30.37,35.53,PRECISO,20,DIGITAL,NO,GUAYAS,COSTA,SIN ACTIVIDAD ECONÓMICA
DNI-9882536,31 - 60 DIAS,5662.0,0.0,113.86,99.5,PRECISO,45,DIGITAL,SÍ,GUAYAS,COSTA,SERVICIOS
DNI-9014796,31 - 60 DIAS,9645.0,8587.89,0.0,229.51,PRECISO,35,DIGITAL,NO,LOS RIOS,COSTA,AGROPECUARIO
DNI-5289058,31 - 60 DIAS,10000.0,9502.62,0.0,242.42,PRECISO,33,DIGITAL,NO,GUAYAS,COSTA,TECNOLOGÍA Y TELECOMUNICACIONES
DNI-3651226,16 - 30 DIAS,7653.0,0.0,149.32,144.98,PRECISO,20,DIGITAL,NO,GUAYAS,COSTA,COMERCIO
DNI-6788039,16 - 30 DIAS,2556.0,0.0,49.15,60.29,PRECISO,20,RED COMERCIAL,SÍ,GUAYAS,COSTA,SECTOR FINANCIERO
DNI-4487852,16 - 30 DIAS,6433.0,0.0,142.92,85.03,PRECISO,18,DIGITAL,SÍ,,NO_ESPECIFICADO,SERVICIOS
DNI-544050,16 - 30 DIAS,18431.16,17243.12,0.0,1280.19,AUTOS,20,DIGITAL,NO,GUAYAS,COSTA,COMERCIO
DNI-7931332,6 - 15 DIAS,11000.0,6984.08,0.0,135.33,PRECISO,11,DIGITAL,NO,GUAYAS,COSTA,COMERCIO
DNI-8617815,16 - 30 DIAS,13076.0,0.0,173.48,261.13,PRECISO,20,DIGITAL,SÍ,GUAYAS,COSTA,TRANSPORTE Y LOGÍSTICA
DNI-1910506,31 - 60 DIAS,3016.0,2835.93,0.0,65.71,PRECISO,55,DIGITAL,SÍ,PICHINCHA,SIERRA,SERVICIOS
DNI-9041821,16 - 30 DIAS,25500.0,17841.11,0.0,279.03,PRECISO,22,DIGITAL,SÍ,GUAYAS,COSTA,COMERCIO
DNI-7957019,31 - 60 DIAS,6100.0,0.0,82.74,139.42,PRECISO,53,DIGITAL,SÍ,GUAYAS,COSTA,COMERCIO
DNI-3067179,16 - 30 DIAS,1312.0,1180.24,0.0,26.07,PRECISO,25,DIGITAL,SÍ,GUAYAS,COSTA,SECTOR PÚBLICO
DNI-2651651,16 - 30 DIAS,2471.0,0.0,44.76,55.44,PRECISO,22,DIGITAL,NO,GUAYAS,COSTA,SIN ACTIVIDAD ECONÓMICA
DNI-4651901,6 - 15 DIAS,6601.0,6461.35,0.0,158.66,PRECISO,11,DIGITAL,SÍ,GUAYAS,COSTA,AGROPECUARIO
DNI-5129798,6 - 15 DIAS,19738.29,15898.75,0.0,381.4,AUTOS,15,DIGITAL,SÍ,PICHINCHA,SIERRA,SERVICIOS
DNI-1166101,31 - 60 DIAS,3619.0,0.0,48.56,87.81,PRECISO,35,DIGITAL,SÍ,PICHINCHA,SIERRA,CONSTRUCCIÓN
